DATAFLOW,LAST UPDATE,freq,unit,iccs,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Czechia,1998,23810,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Czechia,1999,23581,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Czechia,2000,22206,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Czechia,2001,22017,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Czechia,2002,23956,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Czechia,2003,22763,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Czechia,2004,24025,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Czechia,2005,22079,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Czechia,2006,19454,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Czechia,2007,19976,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Germany,1993,160680,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Germany,1994,156272,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Germany,1995,170170,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Germany,1996,179455,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Germany,1997,186447,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Germany,1998,186306,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Germany,1999,186655,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Germany,2000,187103,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Germany,2001,188413,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Germany,2002,197492,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Germany,2003,204124,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Germany,2004,211172,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Germany,2005,212832,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Germany,2006,215471,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Germany,2007,217923,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Denmark,1993,15869,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Denmark,1994,16170,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Denmark,1995,14919,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Denmark,1996,14895,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Denmark,1997,15758,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Denmark,1998,15482,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Denmark,1999,16615,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Denmark,2000,17825,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Denmark,2001,18026,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Denmark,2002,18783,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Denmark,2003,19213,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Denmark,2004,19393,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Denmark,2005,19078,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Denmark,2006,19625,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Denmark,2007,20597,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Estonia,1993,809,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Estonia,1994,900,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Estonia,1995,813,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Estonia,1996,751,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Estonia,1997,781,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Estonia,1998,710,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Estonia,1999,638,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Estonia,2000,676,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Estonia,2001,643,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Estonia,2003,2411,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Estonia,2004,3287,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Estonia,2005,4755,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Estonia,2006,5154,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Estonia,2007,5834,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Greece,1993,8317,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Greece,1994,9081,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Greece,1995,8693,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Greece,1996,8149,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Greece,1997,8766,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Greece,1998,9312,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Greece,1999,9097,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Greece,2000,9105,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Greece,2001,9501,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Greece,2002,7507,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Greece,2003,10140,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Greece,2004,10145,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Greece,2005,10271,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Greece,2006,10427,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Greece,2007,10851,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Spain,1994,107912,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Spain,1995,103039,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Spain,1996,114303,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Spain,1997,118370,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Spain,1998,122005,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Spain,1999,117341,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Spain,2000,109665,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Spain,2001,121094,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Spain,2002,120581,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Spain,2003,109798,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Spain,2004,108820,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Spain,2005,112426,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Spain,2006,114205,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Spain,2007,113473,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Finland,1993,25226,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Finland,1994,26017,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Finland,1995,28218,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Finland,1996,30825,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Finland,1997,31202,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Finland,1998,31726,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Finland,1999,32089,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Finland,2000,34291,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Finland,2001,33355,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Finland,2002,34186,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Finland,2003,35293,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Finland,2004,36450,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Finland,2005,37105,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Finland,2006,38037,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Finland,2007,41664,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",France,1993,144368,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",France,1994,155869,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",France,1995,165381,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",France,1996,178363,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",France,1997,186006,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",France,1998,194873,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",France,1999,215698,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",France,2000,243166,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",France,2001,279324,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",France,2002,288927,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",France,2003,292658,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",France,2004,292088,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",France,2005,307501,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",France,2006,326065,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",France,2007,324765,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Metropolitan France,1993,144368,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Metropolitan France,1994,155869,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Metropolitan France,1995,165381,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Metropolitan France,1996,178363,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Metropolitan France,1997,186006,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Metropolitan France,1998,194873,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Metropolitan France,1999,215698,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Metropolitan France,2000,243166,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Metropolitan France,2001,279324,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Metropolitan France,2002,288927,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Metropolitan France,2003,292658,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Metropolitan France,2004,292088,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Metropolitan France,2005,307501,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Metropolitan France,2006,326065,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Metropolitan France,2007,324765,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Croatia,1998,4401,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Croatia,1999,5373,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Croatia,2000,6211,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Croatia,2001,7584,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Croatia,2002,8802,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Croatia,2003,10032,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Croatia,2004,11292,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Croatia,2005,12405,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Croatia,2006,13235,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Croatia,2007,12966,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Hungary,1993,24574,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Hungary,1994,26035,,
ESTAT:CRIM_GEN(1.0),17/09/15 23:00:00,Annual,Number,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",Hungary,1995,25773,,
